mean_ndvi,mean_ndbi
0.1230984369989825,0.0135701650761841
0.2078500204222435,-0.0730423071837494
0.194608260070854,-0.0678446535887853
0.2045139718642125,-0.055274042783265
0.0787463336233046,0.0062190496416538
0.1644770586752213,-0.0177181382385696
0.1586619791851518,-0.0127779793223387
0.0638812480195168,-0.0074918613667189
0.2396584643513551,-0.1119885775909233
0.0768491823222024,0.0069405946529028
0.0790704325532851,-0.0021997402796036
0.2155252345832361,-0.1023456387525409
0.240754700073151,-0.1182967406806328
0.1609967416336516,0.0030602236522899
0.151336865845682,-0.0233367681463124
0.2719368381716799,-0.125918539313677
0.0603401348587544,0.0090678542157045
0.1496773200050745,0.0086237495186115
0.2240427857992608,-0.0890576918947502
0.0796248583198397,-0.0081195452839259
0.0711694866020747,-0.009038565060748
0.1671835484336324,-0.0249426326808194
0.1827513933550165,-0.0331625370833998
0.1878476020163118,-0.0380616033399831
0.1458892932957764,-0.0612050655930469
0.0840693447056876,-0.0049103261812898
0.1049098884907794,0.0418386359346597
0.2325839341841435,-0.0580820299466783
0.3145215390895576,-0.1412006707757223
0.2483565752806782,-0.0700780974947192
0.1655560561015527,-0.0333078077396779
0.0671160470295883,0.0004159799132655249
0.1121847631085677,0.0312077482654248
0.2597719691226673,-0.0995328446166376
0.2865082621540069,-0.1445380445696232
0.119267765104699,-0.0264838616871306
0.2465036550374285,-0.0898686501917001
0.1474246349366602,-0.0174833729683324
0.1787956619941492,-0.0550782773389235
0.077387935757747,-0.0090995323844964
0.1461472312910217,0.003474216609925
0.2698337479647593,-0.1342655413379225
0.2874357683710711,-0.13559410669438
0.2550661564099041,-0.0931879362012385
0.1153157602748657,-0.0072565135302475
0.1918467919890487,-0.0637128407401575
0.1356148528998755,-0.0462759591500518
0.065762082926474,-0.0168873247032884
0.2708926400844091,-0.1143827191844961
0.187539886543768,-0.0729943127083159
0.1124179815160346,0.0288982504495028
0.2332949534603223,-0.0840411004464753
0.0603047861177342,0.0043240897429745
0.1298502736345365,-0.0391936349769688
0.1667445862766764,-0.0141628827895114
0.1550841260719714,-0.0643610288654272
0.2410941562835286,-0.092970182557208
0.111972400692913,0.000714089803324474
0.1634635867247651,-0.063618728948622
0.1877070990626148,-0.0723968787494209
0.1135589649922765,0.0158758203611483
0.2112749814686227,-0.1091331189174088
0.1575933507499551,-0.0077187203360841
0.2298791953147452,-0.0749161818853848
0.1784913793002763,-0.0406343542476699
0.0598728584285565,0.0103832700473113
0.0744080441954477,0.0184054027157282
0.2723917653750107,-0.1108174913013163
0.1685615974275927,-0.0595466620288192
0.189654000620164,-0.0293124663412892
0.1782188078493825,-0.0698907904087086
0.1958509294545924,-0.0571009134311362
0.1782733985562246,-0.0260857745753898
0.1250469483296769,0.0308554294147613
0.1434154515706415,0.001664149289621
0.1650074626683409,-0.0328564237185626
0.1199882931870521,0.0181222600379007
0.2011995006129142,-0.0943442450965946
0.1518377660135531,-0.0353153813481109
0.2318460774260756,-0.1018545310105714
0.0894630530247752,-0.0049374330920358
0.2729945337132003,-0.1308584721608398
0.1889182227740086,-0.0290706294250156
0.0097211065949847,-0.1279785080357434
0.105350027976003,0.0331454565601771
0.2225015388327925,-0.0923616497717607
0.2645690158566309,-0.1173281502021617
0.2104206162098534,-0.0994848722784897
0.1579127968866985,-0.0334843404696977
0.0770318956982422,-0.0057169639265535
0.1364957183259598,-0.0388001625262475
0.0952875606984804,-0.0014722296114662
0.1504627011330462,-0.0013047629109516
0.0598664589439593,0.0054311804046283
0.2023440969560629,-0.1179352817701543
0.114526109618279,-0.020940940860118
0.0766050166031016,0.0138204439097464
0.2062400604737427,-0.0558667801066325
0.2350775232111666,-0.081039814204519
0.1262946438585005,-0.025037690137169
0.1876288706804221,-0.0896823944007467
0.164488664735241,-0.0804742224594555
0.1705452793374447,-0.0657748206343196
0.203887142051342,-0.0481947214753296
0.2298274687736259,-0.0900553918835721
0.2519758298631166,-0.1062438109262895
0.1474781275242149,0.0057898219315399
0.2667239761701681,-0.092346590208258
0.2860717094758284,-0.1444361653903876
0.143392631185324,-0.0106604018055954
0.2513264860212407,-0.0955150088119087
0.2994398298608067,-0.1369054753428027
0.1305354064134283,-0.0495113192878412
0.0939091860445127,0.0366457942869024
0.2022646363423411,-0.042579273085894
0.135317153194765,0.0130859277417701
0.263344473751315,-0.1144513449330299
0.142752112357402,-0.0315564798782579
0.1518069350545633,-0.0326578761673854
0.1466891398802909,-0.0514637541346192
0.215847129841529,-0.0675455270670004
0.1831627084086468,-0.0264245501775825
0.2340788674194923,-0.09731583050252
0.3171381610362725,-0.1518217598248395
0.0864244986676945,-0.0169942241526443
0.1848845850492449,-0.0443704725895695
0.1320105437991725,-0.0043683064273098
0.1935862849548865,-0.0399254805909983
0.2543150065695842,-0.1094714054801359
0.1127311144028795,-0.009280598287892
0.2270483030169436,-0.0618240751639132
0.1834464683621553,-0.1100317998697555
0.1958110182174099,-0.0579677789971898
0.0884316861814865,-0.0040700510542248
0.128498420417009,-0.01908045608397
0.2380894699851679,-0.0717349215392093
0.1809288694036786,-0.0227294172338529
0.1724132873079001,-0.0165769045906306
0.1757425267614314,-0.0354140334016896
0.2167737603145124,-0.0576985438018459
0.0933601627325915,-0.0088200650799937
0.0824912075814713,-0.013271339703397
0.1677537539334284,-0.0672440133833166
0.0663086843254236,0.0092394204773289
0.1079517270316708,-0.0693838146375414
0.2562262684223522,-0.1105352300950138
0.1795166251004557,-0.0320196003367698
0.155909610866525,-0.0405260122164223
0.1003356539369207,0.0017043242744603
0.0676311517793933,-0.0012271101780037
0.1710143912897356,-0.0178409942889699
0.0900843596499811,-0.0013762903387944
0.1727440963829994,-0.0069907827499936
0.0636131827646105,0.0009637790522604752
0.2143448663933412,-0.0897399072628659
0.3120678389681858,-0.1209429657261766
0.2048226196960328,-0.0274225837511254
0.1356722285819355,-0.0376856232767958
0.2383813563268073,-0.0982088058702711
0.0996488198277743,0.039851577620544
0.074038974925559,0.0060546667386634
0.1735090905070809,-0.001612948292004
0.079159737938784,0.049986400571437
0.1411703216316921,-0.0429016423261958
0.1659899688779709,-0.0452437652506825
0.1287126185695641,-0.0346989848101786
0.2455803753214552,-0.0978689624206795
0.1596450291287064,-0.0599186497006138
0.2289286942573604,-0.1100566109548241
0.2347478449862113,-0.0925928079839881
0.2184378281714732,-0.1031121027377353
0.1253879181183731,0.0077734439282533
0.2382164265004344,-0.1036734611053053
0.1776237333009174,-0.0565802582454916
0.1485923829577428,0.0054696367695192
0.1534562810434304,-0.0146845317968858
0.1692375998212188,-0.0122318086373094
0.1819249141124322,-0.0815505635073345
0.1320513395162486,-0.0320427411437713
0.0639043472568766,-0.0005926028302752889
0.1676627633831443,-0.0395976257624696
0.1523660376670651,0.0256659866408926
0.2294770869997433,-0.0911773772987373
0.1701689278473652,-0.0199987350976607
0.2720760476380445,-0.1094086092434176
0.1067318948374373,-0.0074490290397179
0.095367603653439,-0.0219873465411162
0.2113267728459962,-0.0966761362375605
0.1927804423826723,-0.0773036872471914
0.1096430937042674,-0.025155717231879
0.0683654669123835,0.0067605644174177
0.1004515859502118,-0.0317832232310067
0.170834238308997,-0.0233156505076655
0.1142261441515249,-0.0311671294527296
0.1467102145624366,0.009549771026495
0.2196341077211289,-0.0712034355177636
0.1040422258918801,0.0389827461602275
0.1796467891490007,-0.0497757034412443
0.2756570106802101,-0.1087453460797067
0.1718512011176564,-0.044268072154519
0.1789767991581384,-0.0577880876236691
0.2108003847322745,-0.0759907940271367
0.2458872063244773,-0.0901575410980661
0.0995950061386693,-0.0229052457546219
0.1318148656027003,-0.0336171787819503
0.2121970547204465,-0.054808793195836
0.2148212953954723,-0.0600006959952354
0.1352129716219726,-0.0055828927434822
0.202242262825293,-0.0643539987364271
0.2437928176111574,-0.0950678047965979
0.2727694884099397,-0.0996803253892659
0.0926552896127369,-0.0006832778399839211
0.2213963603891631,-0.0944957406956591
0.1261587352797875,-0.0330619623842802
0.1345734012908188,-0.0091333793742888
0.2345420764499114,-0.0745192703273227
0.1348783028562944,-0.0844989978301355
0.2007541141463264,-0.0664916980351826
0.1826023809870714,-0.024547580656516
0.1813036046790477,-0.0737438936452411
0.1602625904403964,-0.0275419012801166
0.0596169226240345,0.0090986949766881
0.1593114321399306,-0.0293173009124893
0.2675249616662518,-0.1121973528466807
0.1259987813018578,-0.0282002790833261
0.0925119036550567,0.0337946502579673
0.2627899097802457,-0.1204488166442377
0.2003778235260734,-0.0871386384112127
0.2858601706495854,-0.1481529986215393
0.1381550299089923,0.0142274419204078
0.1374032365328343,-0.0325464007711936
0.332048919053397,-0.1830042554793094
0.224533174613652,-0.1021906950103883
0.1364431528361596,-0.0470740891638251
0.2285532376435946,-0.0707631264063036
0.1267259214034877,-0.0424028931719915
0.0740641920326013,-0.0070345868221921
0.1707459633091093,-0.0353256624471067
0.1566617910384599,-0.0290374979699926
0.1968404714822769,-0.0198607391824168
0.2447645634379192,-0.098029790867175
0.0722941924676283,-0.0023164684889004
0.1184151205357654,0.0203403252488195
0.1215633792857785,-0.0376102134236256
0.2125457269053922,-0.0757147529551581
0.2855197416739732,-0.1290241887683586
0.2362709821782616,-0.093302796086604
0.2292823981291594,-0.1116475849678861
0.197414267643419,-0.0684211221051255
0.1245600425647358,-0.0384066452457464
0.1705977961264489,-0.014916775043652
0.2418969132648444,-0.0962317651972341
0.1951968857274202,-0.030429900961255
0.1773241013832158,-0.023270725551916
0.1092929719871679,-0.0035885859689215
0.136418912664304,-0.0325377457868208
0.0992560296312316,-0.0618394501063619
0.1291219164212903,0.0053919746184595
0.2891676844926248,-0.1327546759740793
0.1256307028510676,0.0237892775702998
0.078523557833148,0.0108135604184566
0.2877205466150864,-0.1090093753168773
0.1230257934648229,0.0104396335990722
0.14176213647491,-0.036328711896651
0.1286238856360367,-0.033251997681294
0.1438917843996029,-0.0594488338617299
0.2224133675752041,-0.0832157056443724
0.2751942200747302,-0.1132608780722956
0.1528248940781612,-0.0455488406737112
0.2005273742388402,-0.0467332226913122
0.1469444432044309,-0.0459222414295567
0.0927548012867193,-0.0049895536794057
0.1788460173316392,-0.0597489291803413
0.2711269646669494,-0.0970161444472498
0.1816567008254182,-0.0550868098704634
0.1323668317060526,0.0096203814479477
0.1636356937978705,-0.0451079265794895
0.1702147557448555,-0.0587548757791619
0.2416050436666829,-0.069464298472418
0.127641356570413,-0.0491193222528505
0.1420575944785639,-0.0333203615988956
0.2076918311429246,-0.1000217000646559
0.0892306720307106,-0.000354956258416804
0.1330929829923031,0.0098572172662231
0.1719796645662242,-0.0732742149364937
0.1507238751951342,-0.0270709203056633
0.1970802726733666,-0.0863906041235691
0.0930460902401206,0.0284935991963085
0.1587075562679435,-0.0635266765991356
0.280322390217213,-0.1260904896149135
0.0777981916634422,0.0103111662014305
0.1619852183567747,-0.059832894864253
0.2372226022904239,-0.0889755449854285
0.2017891324809106,-0.0859138415496534
0.2518059264172135,-0.0727387288954212
0.2982849984555259,-0.1049819047151492
0.2082672100224665,-0.078047966137196
0.1157706782644184,-0.006856050843055
0.2422419556717591,-0.1176409325708508
0.1703550736146753,-0.0438761323551113
0.1124036739570131,0.0359763629684184
0.075507239689555,0.0217289885051255
0.2100672906003537,-0.0565152855248193
0.1753030170876529,-0.0675228475677505
0.1068473053922901,0.0001398153047336592
0.1246273743733104,-0.0264630212127627
0.1196413890504576,-0.0147002110372564
0.062399959166798,0.0104965174585404
0.2272974790405667,-0.0914844978731569
0.1507149425369436,-0.06498786604567
0.1465198967373317,-2.020333830328609e-05
0.1826127586175337,-0.0421219754182523
0.1924359095886431,-0.0824992627136715
0.1142561733040772,-0.0140158489436623
0.2452176860237923,-0.0507280323420783
0.2921025310747953,-0.1348119133205689
0.1979901038899779,-0.0661769736609779
0.2577267981506033,-0.0986286909956974
0.178444949457311,-0.0254894172715334
0.1325361805461001,-0.0432688633469477
0.159531129222343,-0.0619255354564889
0.064416875230838,0.0059961135344193
0.2052111080962994,-0.0790287351518685
0.2187537845753583,-0.0934849734474481
0.1321824526013992,-0.0486718207800306
0.1757957034855896,-0.0223869316973604
0.284086945785408,-0.1171800420125405
0.0787975549098828,-0.0116909295716528
0.0877252486355569,0.0465260901576985
0.1906299459171896,-0.0817714687183219
0.2278818431686242,-0.0675219258448501
0.1279622557961331,0.002268344524466
